locus_tag,log2FoldChange,start,end,gene_length,padj,COG_category,Preferred_name,PFAMs
OOFNCCCI_00272,0.656747617,403528,406845,3317,3.47E-05,E,NA,Peptidase_M1
OOFNCCCI_00273,0.690833941,406867,407730,863,0.007032782,V,NA,ABC_tran
OOFNCCCI_00274,0.538024666,407903,408481,578,0.067875591,C,rbr,Rubrerythrin
OOFNCCCI_00275,0.664238911,408692,410458,1766,0.00335368,P,sulP,"STAS,Sulfate_transp"
OOFNCCCI_00276,1.387598634,410462,411139,677,1.60E-07,NA,NA,NA
OOFNCCCI_00277,2.100025914,411318,411986,668,1.97E-16,S,NA,OMP_b-brl_2
OOFNCCCI_00278,0.797223696,412205,413308,1103,0.00073797,S,NA,"DUF1624,DUF5009"
OOFNCCCI_00279,0.658433639,413308,415797,2489,0.001005604,E,NA,"Trypsin,Trypsin_2"
OOFNCCCI_00280,0.880143423,416454,417233,779,7.47E-06,C,NA,"Fer4_14,Radical_SAM"
OOFNCCCI_00281,0.810054498,417701,419140,1439,0.000135893,M,NA,MBOAT
OOFNCCCI_00282,1.552226284,419146,420039,893,7.11E-10,E,NA,NA
OOFNCCCI_00283,0.579686546,420049,422112,2063,0.00038015,L,NA,HHH_3
OOFNCCCI_00284,1.333536273,422126,422932,806,1.30E-11,NA,NA,NA
OOFNCCCI_00285,0.753687727,423155,423760,605,0.0691769,S,NA,DUF4294
OOFNCCCI_00286,1.449322759,423752,424282,530,0.006366771,J,spoU,SpoU_methylase
OOFNCCCI_00287,0.119476443,424363,424500,137,0.797947866,NA,NA,NA
OOFNCCCI_00288,0.888818609,425351,426337,986,0.000239868,H,nadA,NadA
OOFNCCCI_00289,1.352484827,426383,428725,2342,5.65E-15,T,NA,Reg_prop
OOFNCCCI_00290,0.964032631,428729,429310,581,0.072378027,F,rdgB,Ham1p_like
OOFNCCCI_00291,0.714233292,429392,430273,881,0.021134474,S,NA,"DUF2179,YitT_membrane"
OOFNCCCI_00292,0.470267819,430273,433110,2837,0.040240651,J,leuS,"Anticodon_1,DUF559,tRNA-synt_1,tRNA-synt_1_2"
OOFNCCCI_00293,0.51150323,433487,435307,1820,0.008161413,S,prtT,"Inhibitor_I69,Peptidase_C10"
OOFNCCCI_00294,0.392890026,435367,436833,1466,0.147333294,P,NA,"DUF4976,Sulfatase"
OOFNCCCI_00295,0.566339883,436978,439620,2642,0.002930119,L,mutS,"MutS_I,MutS_II,MutS_III,MutS_IV,MutS_V"
OOFNCCCI_00296,0.332249285,439623,440873,1250,0.258523372,NU,NA,PagL
OOFNCCCI_00297,1.091653962,440979,441440,461,0.101261897,S,NA,DUF4252
OOFNCCCI_00298,-0.130193373,441445,441846,401,0.966637817,C,NA,NA
OOFNCCCI_00299,1.618850353,441836,442354,518,0.137080968,K,NA,"Sigma70_r2,Sigma70_r4_2"
OOFNCCCI_00300,-0.069113019,442338,442787,449,0.952641735,S,NA,DUF4252
OOFNCCCI_00301,0.171414432,442912,443811,899,0.655362934,EG,NA,EamA
OOFNCCCI_00302,0.219708806,444091,445311,1220,0.482268842,P,NA,MFS_1
OOFNCCCI_00303,0.146842708,445569,447008,1439,0.593375434,E,gadB,Pyridoxal_deC
OOFNCCCI_00304,0.243259469,447020,447985,965,0.703489937,E,glsA,Glutaminase
OOFNCCCI_00305,1.024930183,448054,448635,581,0.000861265,S,NA,ORF6N
OOFNCCCI_00306,0.508832822,448771,449700,929,0.049985783,L,NA,"Arm-DNA-bind_5,Phage_int_SAM_5,Phage_integrase"
OOFNCCCI_00307,0.378998442,450193,450951,758,0.151705306,S,NA,"DUF4469,HU-DNA_bdg"
OOFNCCCI_00308,1.207546655,451061,454555,3494,2.39E-12,S,NA,"Inhibitor_I69,Peptidase_C10"
OOFNCCCI_00309,0.693187022,454659,455429,770,0.00401838,T,NA,Ion_trans_2
OOFNCCCI_00310,0.680091937,455630,457189,1559,3.38E-05,E,gadC,AA_permease_2
OOFNCCCI_00311,0.393844636,457284,460892,3608,0.055588004,T,NA,Glyco_hydro_106
OOFNCCCI_00312,-0.252962086,461031,461618,587,0.575876916,NA,NA,RbsD_FucU
OOFNCCCI_00313,0.661797554,461623,464166,2543,0.000251764,G,NA,"DUF608,Glyco_hydr_116N"
OOFNCCCI_00314,0.419084328,464232,465863,1631,0.079279949,F,NA,"SusD-like_3,SusD_RagB"
OOFNCCCI_00315,0.682176657,465870,469208,3338,4.22E-05,P,NA,"CarbopepD_reg_2,Plug,TonB_dep_Rec"
OOFNCCCI_00317,1.759466267,469353,470330,977,1.60E-13,PT,NA,"DUF4974,FecR"
OOFNCCCI_00318,1.529384064,470406,470984,578,3.34E-07,K,NA,"Sigma70_r2,Sigma70_r4_2"
OOFNCCCI_00319,0.985677977,471198,471332,134,0.003082878,NA,NA,NA
OOFNCCCI_00320,0.715192114,471765,471989,224,0.260899593,NA,NA,NA
OOFNCCCI_00321,0.763398892,472044,472949,905,0.012532849,G,NA,AP_endonuc_2
OOFNCCCI_00322,2.071681848,472968,473336,368,0.122427848,NA,NA,NA
OOFNCCCI_00323,0.776127445,473366,474985,1619,0.000941715,F,NA,"SusD-like_3,SusD_RagB"
OOFNCCCI_00324,0.703116748,475004,478387,3383,0.000118813,P,NA,"CarbopepD_reg_2,Plug,STN,TonB_dep_Rec"
OOFNCCCI_00325,1.051504971,478605,479555,950,4.70E-06,PT,NA,"DUF4974,FecR"
OOFNCCCI_00326,0.65441164,479641,480201,560,0.018182493,K,NA,"Sigma70_r2,Sigma70_r4_2"
OOFNCCCI_00327,0.389533698,480825,481784,959,0.064057235,S,NA,Mfa_like_1
OOFNCCCI_00328,1.510044246,481990,483114,1124,7.82E-19,K,NA,HTH_18
OOFNCCCI_00329,1.129765957,483254,484444,1190,2.99E-06,S,NA,Acyl_transf_3
OOFNCCCI_00330,0.419357156,484729,485388,659,0.185534497,S,NA,ABC_tran
OOFNCCCI_00331,0.924777293,485367,485714,347,0.612482593,NA,NA,NA
OOFNCCCI_00332,0.505667438,485849,486874,1025,0.021993168,NA,NA,NA
OOFNCCCI_00333,0.033069619,487143,489542,2399,0.904161573,G,NA,"Fn3-like,Glyco_hydro_3,Glyco_hydro_3_C"
OOFNCCCI_00334,0.430694004,489664,491280,1616,0.055758314,H,NA,"SusD-like,SusD-like_2"
OOFNCCCI_00335,0.138409381,491317,494604,3287,0.632560977,P,NA,"CarbopepD_reg_2,Plug,TonB_dep_Rec"
OOFNCCCI_00336,0.492738298,495015,498980,3965,0.064692468,T,NA,"HATPase_c,HTH_18,HisKA,Reg_prop,Response_reg,Y_Y_Y"
OOFNCCCI_00337,0.589722533,499475,501199,1724,0.006622425,U,NA,"A2M_N,Plug"
OOFNCCCI_00338,0.618785025,501377,502480,1103,0.03154071,J,ychF,"MMR_HSR1,YchF-GTPase_C"
OOFNCCCI_00339,1.913304161,502615,502827,212,0.643152487,S,NA,DUF3791
OOFNCCCI_00340,1.54313755,502834,503319,485,0.294664841,S,NA,DUF3990
OOFNCCCI_00341,1.613718999,503316,503552,236,0.70532452,S,NA,DUF3791
OOFNCCCI_00343,0.445457423,503771,504790,1019,0.164143546,S,NA,TolB_like
OOFNCCCI_00344,0.968449059,504858,505043,185,0.70532452,S,NA,DUF5128
OOFNCCCI_00345,0.424738379,505259,508045,2786,0.100607271,L,polA,"5_3_exonuc,5_3_exonuc_N,DNA_pol_A,DNA_pol_A_exo1"
OOFNCCCI_00346,0.450002595,508145,509119,974,0.128818043,H,ispB,polyprenyl_synt
OOFNCCCI_00347,0.225241168,509295,510233,938,0.549095314,F,deoC,DeoC
OOFNCCCI_00348,-3.928680884,510237,510569,332,0.534043649,S,ypjD,MazG
OOFNCCCI_00349,1.805858791,510571,511023,452,0.036146655,J,dtd,Tyr_Deacylase
OOFNCCCI_00350,0.223112378,511032,512840,1808,0.395116186,L,uvrC,"GIY-YIG,HHH_2,HHH_5,UVR,UvrC_HhH_N"
OOFNCCCI_00351,0.361088596,512924,514861,1937,0.043368916,D,gidA,"GIDA,GIDA_assoc"
OOFNCCCI_00352,0.568799961,515017,515676,659,0.128818043,NA,NA,OMP_b-brl
OOFNCCCI_00353,-0.317249811,515689,516111,422,0.912082793,NA,NA,NA
OOFNCCCI_00354,0.779743721,516135,516890,755,0.235566634,T,NA,"LytTR,Response_reg"
OOFNCCCI_00355,0.577083627,516901,519504,2603,0.003874283,T,NA,"His_kinase,Reg_prop,Y_Y_Y"
OOFNCCCI_00356,2.100544472,519650,520066,416,1.02E-13,NA,NA,NA
OOFNCCCI_00357,1.510223911,520270,520704,434,0.157645525,S,ybeY,UPF0054
OOFNCCCI_00358,0.230561053,520843,522075,1232,0.362285163,S,spmA,Gate
OOFNCCCI_00359,1.074135061,522434,523312,878,0.000529231,S,NA,DUF1573
OOFNCCCI_00361,2.199809383,523509,523793,284,2.66E-07,S,NA,NVEALA
OOFNCCCI_00362,1.69433229,523922,525052,1130,7.88E-12,NA,NA,TolB_like
OOFNCCCI_00363,1.127769755,525091,527010,1919,3.53E-15,E,NA,NA
OOFNCCCI_00364,0.37418641,527127,528089,962,0.250702466,CH,NA,"2-Hacid_dh,2-Hacid_dh_C"
OOFNCCCI_00365,0.331695882,528086,528787,701,0.725027796,L,NA,DNA_alkylation
OOFNCCCI_00366,-0.416535146,528791,529534,743,0.054965852,L,NA,DUF2400
OOFNCCCI_00367,0.098894717,529912,531141,1229,0.750930608,S,NA,"Kelch_1,Kelch_4"
OOFNCCCI_00368,0.086207384,531146,533254,2108,0.762356114,E,estS,"Lipase_GDSL_2,SASA"
OOFNCCCI_00369,0.179676968,533270,535279,2009,0.485999565,G,NA,"Glyco_hydro_20,Glyco_hydro_20b"
OOFNCCCI_00370,0.447899806,535285,536949,1664,0.047437902,G,nanH,"BNR_2,BNR_3,BNR_assoc_N"
OOFNCCCI_00371,0.676248153,536971,538215,1244,0.0862587,G,NA,MFS_1
OOFNCCCI_00372,-0.07609798,538221,539423,1202,0.834961172,G,nanE,GlcNAc_2-epim
OOFNCCCI_00373,0.08129722,539429,540346,917,0.869010193,EM,nanA,DHDPS
OOFNCCCI_00374,0.252991041,540529,542145,1616,0.262901181,GM,NA,"SusD-like_3,SusD_RagB"
OOFNCCCI_00375,0.702110893,542180,545488,3308,0.000345297,P,NA,"CarbopepD_reg_2,Plug,TonB_dep_Rec"
OOFNCCCI_00376,1.751160963,546119,546301,182,2.51E-05,NA,NA,NA
OOFNCCCI_00377,0.809574617,546595,547806,1211,9.55E-07,GK,nagC,"HTH_24,ROK"
OOFNCCCI_00378,0.84364161,548024,548587,563,0.006697204,K,NA,"Sigma70_r2,Sigma70_r4_2"
OOFNCCCI_00379,1.230482291,548644,549657,1013,2.24E-09,PT,NA,"DUF4974,FecR"
OOFNCCCI_00380,0.284216499,549788,553138,3350,0.207271743,P,NA,"CarbopepD_reg_2,Plug,STN,TonB_dep_Rec"
OOFNCCCI_00381,0.467340144,553154,554776,1622,0.086666341,F,NA,"SusD-like_3,SusD_RagB"
OOFNCCCI_00382,-0.178432836,554809,555936,1127,0.682295572,S,NA,SusE
OOFNCCCI_00383,0.383488363,555949,557088,1139,0.135044387,S,NA,"SusE,SusF_SusE"
OOFNCCCI_00384,0.840275973,557190,558314,1124,0.000380288,G,NA,Glyco_hydro_76
OOFNCCCI_00385,0.738809551,558392,560539,2147,0.000106131,G,NA,Glyco_hydro_92
OOFNCCCI_00386,0.433109162,560624,561313,689,0.617143326,V,NA,ABC_tran
OOFNCCCI_00387,0.337739788,561279,562247,968,0.286831267,NA,NA,NA
OOFNCCCI_00388,1.183072934,562697,563578,881,8.22E-08,NA,NA,Trans_reg_C
OOFNCCCI_00389,1.470662134,563864,564247,383,0.017753286,S,NA,TolB_like
OOFNCCCI_00390,0.730651572,564414,565583,1169,0.000248701,S,NA,AAA_14
OOFNCCCI_00391,0.753572704,565833,566825,992,0.003000726,L,ruvB,"RuvB_C,RuvB_N"
OOFNCCCI_00392,0.935986732,566834,568339,1505,0.00012652,S,cap,"Polysacc_synt,Polysacc_synt_3,Polysacc_synt_C"
OOFNCCCI_00393,0.342498741,568342,570402,2060,0.079597027,T,NA,"HATPase_c,HisKA"
OOFNCCCI_00394,0.382910451,570634,571992,1358,0.151705306,S,NA,DUF389
OOFNCCCI_00395,0.413565269,572008,574140,2132,0.121831835,E,dpp7,Peptidase_S46
OOFNCCCI_00396,0.569729729,575045,578365,3320,0.017821237,H,NA,"CarbopepD_reg_2,Plug,TonB_dep_Rec"
OOFNCCCI_00397,0.828693187,578378,580039,1661,1.55E-07,E,NA,"SusD-like_3,SusD_RagB"
OOFNCCCI_00398,0.011001104,580321,583155,2834,0.966749129,G,NA,"DUF4982,Glyco_hydro_2,Glyco_hydro_2_C,Glyco_hydro_2_N"
OOFNCCCI_00399,0.864185052,583172,584119,947,0.015228991,S,NA,Phosphodiest
OOFNCCCI_00400,0.32005945,584241,586655,2414,0.136806989,G,NA,Glyco_hyd_65N_2
OOFNCCCI_00401,0.256328244,587238,589898,2660,0.260935974,G,NA,Glyco_hydro_35
OOFNCCCI_00402,-0.133800045,589925,590386,461,0.89571419,NA,NA,NA
OOFNCCCI_00403,0.471880697,590421,592166,1745,0.018032575,F,NA,"SusD-like_3,SusD_RagB"
OOFNCCCI_00404,0.327854116,592210,595572,3362,0.11833872,P,NA,"CarbopepD_reg_2,Plug,STN"
OOFNCCCI_00405,0.283866023,595740,596705,965,0.346531544,PT,NA,"DUF4974,FecR"
OOFNCCCI_00406,-0.290429716,596800,597363,563,0.779545735,K,NA,"Sigma70_r2,Sigma70_r4_2"
OOFNCCCI_00407,0.323905411,597360,597968,608,0.299434989,L,NA,Bac_DNA_binding
OOFNCCCI_00408,1.302426609,598294,599637,1343,5.93E-08,M,NA,Peptidase_S41
OOFNCCCI_00409,0.996848378,599967,603458,3491,6.79E-06,T,NA,"GAF,HAMP,HATPase_c,HTH_18,HisKA,PAS_4,Reg_prop,Response_reg,Y_Y_Y"
OOFNCCCI_00410,0.202356514,603508,605346,1838,0.37070075,S,NA,SusD-like_2
OOFNCCCI_00411,0.43852093,605359,608670,3311,0.013904677,P,NA,"CarbopepD_reg_2,Plug,TonB_dep_Rec"
OOFNCCCI_00412,0.613680222,608911,610587,1676,0.030388249,S,NA,"AAA-ATPase_like,PDDEXK_9"
OOFNCCCI_00413,1.110373875,611534,611680,146,0.000746877,NA,NA,NA
OOFNCCCI_00414,0.675602552,612467,613420,953,0.020848938,M,NA,Glycos_transf_2
OOFNCCCI_00415,0.687848356,613446,614741,1295,0.000958314,S,NA,"PMT_2,TPR_1,TPR_16,TPR_2,TPR_8"
OOFNCCCI_00416,1.240518113,614770,615174,404,0.002081613,S,NA,DUF5128
OOFNCCCI_00417,1.419664876,615269,616465,1196,1.03E-08,S,NA,DUF5128
OOFNCCCI_00418,1.383739532,616581,618137,1556,3.39E-16,S,NA,DUF5128
OOFNCCCI_00419,0.67470024,618159,618782,623,0.111910507,NA,NA,NA
OOFNCCCI_00420,1.421321248,618809,619486,677,3.66E-17,U,NA,"Peptidase_S24,Peptidase_S26"
OOFNCCCI_00421,0.837414929,619775,620329,554,0.0077512,K,NA,"Sigma70_r2,Sigma70_r4_2"
OOFNCCCI_00422,1.118484039,620389,621582,1193,5.16E-12,PT,NA,"DUF4974,FecR"
OOFNCCCI_00423,0.317453909,621726,625118,3392,0.237862133,H,NA,"CarbopepD_reg_2,Plug,TonB_dep_Rec"
OOFNCCCI_00424,0.54853524,625138,627024,1886,0.00442834,P,NA,"SusD-like_3,SusD_RagB"
OOFNCCCI_00425,0.454682599,627061,628404,1343,0.017409374,G,NA,F5_F8_type_C
OOFNCCCI_00426,0.592375175,628529,629440,911,0.072378027,K,NA,"AraC_binding,HTH_18,HTH_AraC"
OOFNCCCI_00427,0.486409657,629578,630951,1373,0.012147086,EGP,xylE,Sugar_tr
OOFNCCCI_00428,0.241178592,630962,631876,914,0.643744288,S,NA,"DUF5107,TPR_16,TPR_6,TPR_8"
OOFNCCCI_00429,0.161314055,631906,634248,2342,0.589716303,S,NA,"DUF5107,TPR_16,TPR_6,TPR_8"
OOFNCCCI_00430,0.360967287,634417,637203,2786,0.100353484,G,NA,"Glyco_hydro_2,Glyco_hydro_2_C,Glyco_hydro_2_N"
OOFNCCCI_00431,0.029536859,637224,639368,2144,0.93781488,G,NA,"Glyco_hydro_36C,Glyco_hydro_36N,Melibiase"
OOFNCCCI_00432,0.583998265,639372,640481,1109,0.003435403,G,NA,Aldose_epim
OOFNCCCI_00433,0.695314452,640617,641972,1355,0.022639148,S,NA,"AAA_14,DUF4143"
OOFNCCCI_00434,0.311090903,642001,643170,1169,0.460449967,E,NA,"Peptidase_C1,Peptidase_C1_2"
OOFNCCCI_00435,-0.063635351,643202,644812,1610,0.842450235,M,NA,Peptidase_C69
OOFNCCCI_00436,-0.290380576,644919,646493,1574,0.237674192,G,NA,"Glyco_hydro_20,Glyco_hydro_20b"
OOFNCCCI_00437,0.013140838,646562,648400,1838,0.963723087,L,NA,"DEAD,DbpA,Helicase_C"
OOFNCCCI_00438,-0.373041079,648467,649525,1058,0.28827951,T,NA,Y_phosphatase3
OOFNCCCI_00439,0.113259969,649602,650525,923,0.794664175,G,NA,PfkB
OOFNCCCI_00440,-0.870805478,650545,651156,611,0.297291824,M,kdsD,"CBS,SIS"
OOFNCCCI_00441,0.42248525,651215,652009,794,0.069023556,O,NA,"DnaJ,TerB"
OOFNCCCI_00442,1.035943108,652533,654221,1688,6.75E-08,K,NA,"GerE,TPR_10,TPR_12,TPR_19,TPR_7,TPR_8"
OOFNCCCI_00443,0.575297513,654422,654796,374,0.592390424,NA,NA,NA
OOFNCCCI_00444,2.422529625,654808,655209,401,0.389584527,NA,NA,NA
OOFNCCCI_00445,1.40351365,655212,656945,1733,8.01E-11,NA,NA,MACPF
OOFNCCCI_00446,1.554631319,657146,657733,587,4.74E-09,NA,NA,DUF4412
OOFNCCCI_00448,1.231557875,658025,658483,458,0.000405071,NA,NA,NA
OOFNCCCI_00449,0.506087445,658670,661552,2882,0.017028196,S,NA,"Peptidase_M16,Peptidase_M16_C"
OOFNCCCI_00450,0.135349707,661690,663237,1547,0.630222693,S,NA,"AAA-ATPase_like,PDDEXK_9"
OOFNCCCI_00451,0.265492397,663338,664558,1220,0.322882731,S,NA,"Peptidase_M16,Peptidase_M16_C"
OOFNCCCI_00452,-0.126768162,664648,666048,1400,0.650616462,E,agcS,Na_Ala_symp
OOFNCCCI_00453,0.50028867,666557,668917,2360,0.012321624,V,NA,"FtsX,MacB_PCD"
OOFNCCCI_00454,0.215784484,669062,669571,509,0.553686108,K,NA,"Sigma70_r2,Sigma70_r4_2"
OOFNCCCI_00455,0.413124635,669867,671072,1205,0.05553065,P,NA,"CarbopepD_reg_2,CarboxypepD_reg,OMP_b-brl_3"
OOFNCCCI_00456,0.16511798,671234,672193,959,0.72924154,P,NA,"CarbopepD_reg_2,CarboxypepD_reg,OMP_b-brl_3"
OOFNCCCI_00457,0.674971948,672234,672740,506,0.400396859,S,NA,Flavin_Reduct
OOFNCCCI_00458,-0.235856488,672743,673510,767,0.7495983,S,NA,"AAA_15,AAA_21,AAA_23"
OOFNCCCI_00459,0.92641306,673548,674273,725,0.062229515,L,NA,HHH_3
OOFNCCCI_00460,4.197921919,674279,674614,335,0.329838912,D,NA,ParE_toxin
OOFNCCCI_00461,-0.203745101,674587,674886,299,0.954833651,NA,NA,NA
OOFNCCCI_00462,0.069392123,674971,676341,1370,0.831485516,P,NA,SNF
OOFNCCCI_00463,-0.706210767,676364,677017,653,0.29674595,V,lolD,ABC_tran
OOFNCCCI_00464,-0.603400095,677023,677736,713,0.13392024,H,hypB,ThiF
OOFNCCCI_00465,0.150669706,677875,679839,1964,0.598948465,G,NA,"Glyco_hydro_20,Glyco_hydro_20b"
OOFNCCCI_00467,-2.851691809,679965,681623,1658,0.672478941,L,NA,"DDE_Tnp_1,DDE_Tnp_1_6,DUF772"
OOFNCCCI_00468,-0.00484562,681710,684712,3002,0.990025396,C,NA,"FAD_oxidored,TAT_signal"
OOFNCCCI_00469,0.416286771,684764,686767,2003,0.063753174,S,NA,FAD_oxidored
OOFNCCCI_00470,-0.523432848,686868,688706,1838,0.007781343,F,NA,"SusD-like_3,SusD_RagB"
OOFNCCCI_00471,0.126033711,688721,692080,3359,0.580885625,P,NA,"CarbopepD_reg_2,Plug,TonB_dep_Rec"
OOFNCCCI_00472,0.900442781,692259,693245,986,5.02E-05,PT,NA,"DUF4974,FecR"
OOFNCCCI_00473,0.298619363,693329,693781,452,0.773339485,P,NA,Porin_O_P
OOFNCCCI_00474,0.672158311,693784,694458,674,0.004582225,P,NA,Porin_O_P
OOFNCCCI_00475,0.975320409,694931,695629,698,0.000103795,K,NA,"Sigma70_r2,Sigma70_r4_2"
OOFNCCCI_00476,0.040351286,695681,697936,2255,0.884596653,U,NA,PHO4
OOFNCCCI_00477,-0.146760466,698102,698983,881,0.702821634,NA,NA,NA
OOFNCCCI_00478,0.338845052,699110,700516,1406,0.251241564,S,NA,NA
OOFNCCCI_00479,-0.389296575,700547,701329,782,0.380987672,S,phnX,HAD_2
OOFNCCCI_00480,0.104973828,701358,702449,1091,0.793019542,E,phnW,Aminotran_5
OOFNCCCI_00481,-1.59078861,702699,702974,275,0.251500412,L,NA,Bac_DNA_binding
OOFNCCCI_00482,-1.002399146,702978,703604,626,0.023127775,C,NA,WbqC
OOFNCCCI_00483,-0.475580857,703607,704464,857,0.508212738,U,lepB_1,Peptidase_S24
OOFNCCCI_00484,0.172778502,704470,705867,1397,0.660128874,U,lepB,"Peptidase_S24,Peptidase_S26"
OOFNCCCI_00485,-0.312762624,705886,706602,716,0.522451835,E,dapB,"DapB_C,DapB_N"
OOFNCCCI_00486,0.20451022,706713,707990,1277,0.576370651,S,NA,DUF2851
OOFNCCCI_00487,-0.301988814,708078,709997,1919,0.251945944,S,NA,"Big_5,fn3_3"
OOFNCCCI_00488,-0.978131821,710026,710820,794,0.048712967,NU,NA,DUF3108
OOFNCCCI_00489,-0.589972196,710789,711868,1079,0.244380689,T,NA,"HATPase_c,PAS_8"
OOFNCCCI_00490,-0.465619567,711865,713214,1349,0.046887031,T,NA,"HTH_8,Response_reg,Sigma54_activat"
OOFNCCCI_00491,-0.305062558,713528,714922,1394,0.250440584,MU,NA,OEP
OOFNCCCI_00492,-0.023021269,714950,716197,1247,0.955517152,M,NA,"Biotin_lipoyl_2,HlyD_3,HlyD_D23"
OOFNCCCI_00493,-0.346124297,716212,718617,2405,0.148798066,V,NA,"FtsX,MacB_PCD"
OOFNCCCI_00494,-0.602892191,718635,719309,674,0.168997701,V,NA,ABC_tran
OOFNCCCI_00495,-0.152100643,719399,721807,2408,0.570711856,V,NA,"FtsX,MacB_PCD"
OOFNCCCI_00496,-0.214752602,721939,722346,407,0.781072401,Q,paaI,4HBT
OOFNCCCI_00497,-0.108197504,722433,723908,1475,0.736405697,J,cysS,"DALR_2,tRNA-synt_1e"
OOFNCCCI_00498,-1.279263685,723995,724405,410,0.186832451,P,NA,FUR
OOFNCCCI_00499,0.056891266,724407,726377,1970,0.859367834,P,cadA,"E1-E2_ATPase,Hydrolase"
OOFNCCCI_00500,-0.308087806,726488,728314,1826,0.221307759,M,glaB,Beta_helix
OOFNCCCI_00501,-0.008408482,728353,730539,2186,0.979764178,T,NA,"HATPase_c,HisKA,PAS_3,PAS_4,PAS_9"
OOFNCCCI_00502,-0.00713256,730666,731502,836,0.990594979,O,NA,NA
OOFNCCCI_00503,-0.264583607,731616,732377,761,0.496813655,I,NA,PAP2
OOFNCCCI_00504,-0.06844578,732381,733937,1556,0.856994062,H,NA,GH3
OOFNCCCI_00505,-0.293972686,733983,734996,1013,0.592471773,G,pfkA,PFK
OOFNCCCI_00506,-0.114793527,735001,735915,914,0.851008126,J,rnc,"Ribonucleas_3_3,dsrm"
OOFNCCCI_00507,-0.318181535,735917,737182,1265,0.361448162,I,fabF,"Ketoacyl-synt_C,ketoacyl-synt"
OOFNCCCI_00508,0.225369166,737204,737440,236,0.913517519,IQ,acpP,PP-binding
OOFNCCCI_00509,-0.386701335,737595,738158,563,0.291204575,F,purN,Formyl_trans_N
OOFNCCCI_00510,-0.242823574,738237,741050,2813,0.327738,P,NA,"CarbopepD_reg_2,Plug,TonB_dep_Rec"
OOFNCCCI_00511,0.097589872,741069,742247,1178,0.81043894,S,NA,DUF4925
OOFNCCCI_00512,-0.36951653,742451,742624,173,0.944613151,NA,NA,NA
OOFNCCCI_00513,-0.639373337,742661,743902,1241,0.044882683,CG,NA,"Glyco_transf_28,UDPGT"
OOFNCCCI_00514,-0.020217622,743911,745110,1199,0.968508112,EGP,NA,"MFS_1,MFS_1_like,Sugar_tr"
OOFNCCCI_00515,-0.065898696,745133,746236,1103,0.862017649,H,pdxB,"2-Hacid_dh,2-Hacid_dh_C,DUF3410"
OOFNCCCI_00516,-0.574837094,746386,746991,605,0.181896159,M,NA,DUF4254
OOFNCCCI_00517,0.251914363,747058,747531,473,0.425447896,NA,NA,NA
OOFNCCCI_00518,-0.133871401,748330,749355,1025,0.700310481,M,NA,Glyco_transf_9
OOFNCCCI_00519,1.324158175,749355,750059,704,5.76E-09,KLT,NA,"Glycos_transf_2,Kdo"
OOFNCCCI_00520,1.194416625,750309,751004,695,0.000115787,NA,NA,NA
OOFNCCCI_00521,0.861958604,752127,752399,272,0.014905031,NA,NA,NA
OOFNCCCI_00522,0.580580034,752425,753180,755,0.132341661,NA,NA,NA
OOFNCCCI_00523,0.673871553,753189,753962,773,0.158745034,S,NA,"Glycos_transf_2,Glyphos_transf"
OOFNCCCI_00524,0.035865031,753969,754736,767,0.961936404,NA,NA,NA
OOFNCCCI_00525,0.098066334,754836,756128,1292,0.765458659,M,NA,"UDPG_MGDP_dh,UDPG_MGDP_dh_C,UDPG_MGDP_dh_N"
OOFNCCCI_00526,0.155126649,756150,757010,860,0.752447828,NA,NA,NA
OOFNCCCI_00527,0.199562886,757038,757673,635,0.728812754,L,rnhA,"Cauli_VI,RNase_H"
OOFNCCCI_00528,-0.685466489,757787,758308,521,0.47552393,F,aroK,SKI
OOFNCCCI_00529,-0.093055312,758355,759566,1211,0.770518451,E,ald,"AlaDh_PNT_C,AlaDh_PNT_N"
OOFNCCCI_00530,-0.529805621,759654,761507,1853,0.027222387,C,porA,"PFOR_II,POR,POR_N"
OOFNCCCI_00531,-0.127133142,761511,762521,1010,0.773339485,C,oorB,TPP_enzyme_C
OOFNCCCI_00532,0.305160071,762645,763847,1202,0.240697693,PT,NA,"DUF4974,FecR"
OOFNCCCI_00533,-0.06765634,764043,767399,3356,0.822623395,H,NA,"CarbopepD_reg_2,Plug,TonB_dep_Rec"
OOFNCCCI_00534,-0.026477481,767411,769267,1856,0.930153291,P,NA,"SusD-like_3,SusD_RagB"
OOFNCCCI_00535,-0.148319923,769283,770692,1409,0.736566751,S,NA,"DUF1735,F5_F8_type_C"
OOFNCCCI_00536,0.039444825,770704,772044,1340,0.934604485,S,NA,GFO_IDH_MocA
OOFNCCCI_00537,0.0160522,772066,772758,692,0.980562122,C,NA,DUF1080
OOFNCCCI_00538,0.51428745,772826,773446,620,0.057485803,K,NA,"Sigma70_r2,Sigma70_r4_2"
OOFNCCCI_00539,-0.504913834,773810,775417,1607,0.029074246,H,pckA,PEPCK_ATP
OOFNCCCI_00541,-0.414219657,775599,776702,1103,0.277328977,CO,NA,"AhpC-TSA,DUF4369,Thioredoxin_8"
OOFNCCCI_00542,-0.655447688,776741,778279,1538,0.006771473,O,comM,"ChlI,Mg_chelatase,Mg_chelatase_C"
OOFNCCCI_00543,-0.803494976,778323,780362,2039,0.000195327,J,metG,"Anticodon_1,tRNA-synt_1g,tRNA_bind"
